timestamp,AccX,AccY,AccZ,CompassSensor
1558050104678,,,,282.6794172367609
1558050104724,-0.4300000071525574,3.936000108718872,8.8100004196167,282.01684790613467
1558050104752,-0.4300000071525574,3.9549999237060547,8.819999694824219,282.29286951087323
1558050104810,-0.41100001335144043,4.021999835968018,8.819999694824219,282.46835756121834
1558050104873,,,,283.29671607356835
1558050104882,-0.37299999594688416,4.051000118255615,8.772000312805176,283.4714254823481
1558050104947,,,,283.6454040608867
1558050104952,-0.28700000047683716,4.031000137329102,8.991999626159668,282.4922222421784
1558050105004,,,,282.3179977768297
1558050105008,-0.24899999797344208,4.078999996185303,8.772000312805176,283.12694489155854
1558050105070,,,,283.0532129994682
1558050105077,-0.257999986410141,4.051000118255615,8.9350004196167,282.4227182371843
1558050105140,,,,282.6195164777399
1558050105141,-0.32499998807907104,4.070000171661377,8.8100004196167,283.40817110044463
1558050105203,,,,283.5954139063513
1558050105211,,4.070000171661377,,
1558050105212,-0.28700000047683716,,8.696000099182129,283.78980792031905
1558050105277,,4.070000171661377,,
1558050105278,-0.23899999260902405,,8.819999694824219,283.34049075595897
1558050105334,,,,282.5652506247842
1558050105338,-0.23899999260902405,4.078999996185303,8.791000366210938,282.7108087861863
1558050105400,,,,282.2612115840702
1558050105404,-0.2770000100135803,4.070000171661377,8.819999694824219,
1558050105405,,,,282.272693132065
1558050105466,,,,282.44620725774
1558050105470,-0.2290000021457672,4.051000118255615,8.696000099182129,282.50739892251414
1558050105532,,,,283.0536979428993
1558050105536,-0.1809999942779541,4.021999835968018,8.848999977111816,282.19215154137225
1558050105599,,,,282.16784289811613
1558050105602,,4.059999942779541,,
1558050105604,-0.12399999797344208,,8.88700008392334,282.06133292819896
1558050105667,,,,282.4838552604451
1558050105668,-0.1720000058412552,4.126999855041504,8.666999816894531,283.77334033423017
1558050105731,,,,283.97941397167864
1558050105735,-0.2770000100135803,4.021999835968018,8.906000137329102,283.02227907271725
1558050105796,,,,283.6557996088034
1558050105800,,3.993000030517578,8.9350004196167,
1558050105801,-0.2680000066757202,,,283.3393227936109
1558050105864,,,,283.7557525971174
1558050105866,,3.993000030517578,,
1558050105868,-0.3059999942779541,,8.954000473022461,283.8602066800944
1558050105929,,,,283.57115990460863
1558050105932,-0.19099999964237213,4.078999996185303,8.541999816894531,284.95033219238513
1558050105994,,,,285.05102284112945
1558050105998,-0.19099999964237213,3.993000030517578,8.972999572753906,283.14103557181625
1558050106060,,,,283.10266356905913
1558050106064,,4.051000118255615,8.781999588012695,
1558050106065,-0.14300000667572021,,,283.8476459622108
1558050106130,,,,283.98338914177555
1558050106132,-0.11400000005960464,4.107999801635742,8.83899974822998,
1558050106134,,,,284.0484125426741
1558050106192,,,,283.9689911030052
1558050106196,,4.118000030517578,,
1558050106197,-0.05700000002980232,,8.704999923706055,284.18277602402657
1558050106258,,,,283.79514912825005
1558050106262,-0.04699999839067459,4.078999996185303,8.848999977111816,283.07568432183757
1558050106324,,,,283.0179623931618
1558050106330,-0.11400000005960464,4.118000030517578,8.8100004196167,283.6752724781271
1558050106398,-0.06700000166893005,4.203999996185303,8.743000030517578,283.94770823355145
1558050106456,,,,285.2070585127184
1558050106460,,4.156000137329102,,
1558050106461,-0.11400000005960464,,8.734000205993652,285.1524784710608
1558050106522,,,,285.11687269491756
1558050106526,-0.0949999988079071,4.156000137329102,8.704999923706055,
1558050106527,,,,285.1170707704035
1558050106588,,,,284.86143045014825
1558050106598,-0.11400000005960464,4.193999767303467,8.666999816894531,285.3111301051019
1558050106655,,,,285.28819432986893
1558050106666,-0.07599999755620956,4.203999996185303,8.656999588012695,285.20137579532894
1558050106724,-0.05700000002980232,4.203999996185303,8.513999938964844,285.1023517127421
1558050106787,,,,285.67139526306335
1558050106790,0.01899999938905239,4.070000171661377,8.331999778747559,285.018866310517
1558050106852,,,,284.71904149652096
1558050106856,,4.021999835968018,8.675999641418457,
1558050106857,-0.1720000058412552,,,284.2324110087251
