timestamp,AccX,AccY,AccZ
1558050990825,-2.010999917984009,4.414999961853027,7.593999862670898
1558050990847,-1.4550000429153442,4.577000141143799,8.321999549865723
1558050990914,-1.3589999675750732,4.691999912261963,8.303000450134277
1558050990975,-1.1579999923706055,4.940999984741211,8.303000450134277
1558050991700,-1.3209999799728394,4.5970001220703125,8.236000061035156
1558050991767,-1.350000023841858,4.367000102996826,8.59000015258789
1558050991835,-1.7230000495910645,4.28000020980835,8.9350004196167
1558050992294,0.5550000071525574,5.372000217437744,8.532999992370605
1558050992494,4.807000160217285,10.744999885559082,5.534999847412109
1558050992756,4.8460001945495605,7.230000019073486,-0.4020000100135803
1558050992823,3.5810000896453857,7.574999809265137,-0.3540000021457672
1558050993153,1.2350000143051147,7.585000038146973,5.888999938964844
1558050993219,2.9010000228881836,7.172999858856201,1.9819999933242798
1558050993747,6.589000225067139,5.545000076293945,2.614000082015991
1558050993813,4.548999786376953,15.628999710083008,10.199000358581543
1558050993945,1.6759999990463257,10.017000198364258,3.13100004196167
1558050994078,-3.2079999446868896,-0.9860000014305115,3.2750000953674316
1558050994408,-1.4359999895095825,-2.632999897003174,2.7860000133514404
1558050994737,-1.465000033378601,-1.1679999828338623,1.2450000047683716
1558050995067,0.4300000071525574,0.5740000009536743,0.8519999980926514
1558050995397,-0.33500000834465027,2.872999906539917,1.406999945640564
1558050995595,5.142000198364258,17.200000762939453,2.9590001106262207
1558050995662,7.019999980926514,18.243999481201172,2.509000062942505
1558050995859,2.757999897003174,2.25,2.5850000381469727
1558050995991,3.1019999980926514,17.756000518798828,3.5910000801086426
1558050996123,0.8420000076293945,1.809999942779541,0.8140000104904175
1558050996321,7.249000072479248,16.586999893188477,3.3420000076293945
1558050996652,8.696000099182129,12.842000007629395,5.7170000076293945
1558050996981,0.11400000005960464,6.24399995803833,3.9070000648498535
1558050997113,8.340999603271484,17.257999420166016,4.394999980926514
1558050997245,0.1340000033378601,-2.125999927520752,0.11400000005960464
1558050997313,1.4359999895095825,1.378999948501587,0.9480000138282776
1558050997580,1.0240000486373901,3.734999895095825,1.8860000371932983
1558050997905,1.1490000486373901,2.2309999465942383,0.2770000100135803
1558050997973,0.32499998807907104,2.059000015258789,1.1200000047683716
1558050998037,1.4550000429153442,6.923999786376953,1.5130000114440918
1558050998169,5.564000129699707,16.490999221801758,4.442999839782715
1558050998190,5.410999774932861,16.663999557495117,4.289999961853027
1558050998209,4.414999961853027,14.279000282287598,4.01200008392334
1558050998229,2.9590001106262207,10.668000221252441,7.335999965667725
1558050998249,2.240999937057495,8.359999656677246,8.284000396728516
1558050998269,3.5329999923706055,6.9720001220703125,5.966000080108643
1558050998289,5.315000057220459,6.636000156402588,6.013999938964844
1558050998331,4.567999839782715,8.656999588012695,5.994999885559082
1558050998349,5.285999774932861,9.67199993133545,4.913000106811523
1558050998369,6.234000205993652,10.399999618530273,4.739999771118164
1558050998410,3.628999948501587,9.42300033569336,4.710999965667725
1558050998429,2.4700000286102295,8.35099983215332,4.434000015258789
1558050998472,1.9819999933242798,5.927999973297119,2.9210000038146973
1558050998509,0.8330000042915344,3.619999885559082,2.240999937057495
1558050998631,2.25,3.7249999046325684,-0.2290000021457672
1558050998668,3.265000104904175,6.445000171661377,1.0429999828338623
1558050998692,5.401000022888184,9.366000175476074,1.0820000171661377
1558050998709,8.197999954223633,11.807999610900879,1.684999942779541
1558050998797,4.318999767303467,13.76200008392334,4.8460001945495605
