timestamp,AccX,AccY,AccZ,CompassSensor
1561306806769,0.1628057211637497,0.545877993106842,-9.682151794433594,154.35391509074407
1561306806810,0.2106897532939911,0.5937620401382446,-9.720458984375,152.61651987156793
1561306806848,,,,153.1041134160368
1561306806866,,,,153.69742462847913
1561306806867,0.2777273952960968,0.3256114423274994,-9.835380554199219,
1561306806909,,,,154.5923160135342
1561306806941,,,,153.8392193556486
1561306806942,0.3926490843296051,0.3064578175544739,-9.950302124023438,
1561306806977,,,,153.72228651705797
1561306807005,0.1149216815829277,0.6991068720817566,-9.279925346374512,154.0676208814938
1561306807046,,,,154.3826292060148
1561306807075,-0.08619125932455063,0.9576807022094727,-9.346963882446289,155.06771084014542
1561306807119,,,,155.31107048027297
1561306807149,0.10534487664699554,0.7852981686592102,-9.442731857299805,154.41604249143452
1561306807186,,,,153.5166295211489
1561306807222,,0.2106897532939911,-9.979032516479492,151.9676792211734
1561306807223,0.6512228846549988,,,
1561306807258,,,,152.7519625228093
1561306807290,,,,158.33576511269976
1561306807291,0.15322890877723694,-0.2968810200691223,-9.739612579345703,
1561306807328,,,,157.11027891143775
1561306807356,0.28730419278144836,-0.4405331015586853,-9.710882186889648,156.51935826520491
1561306807396,,,,154.60448741063516
1561306807433,0.1628057211637497,-0.3256114423274994,-10.20887565612793,155.18495786743787
1561306807471,,,,154.1025368085309
1561306807502,,,,155.38887999529777
1561306807503,-0.009576806798577309,-0.26815059781074524,-9.251194953918457,
1561306807545,,,,155.25239915530258
1561306807573,,,,155.14953650640217
1561306807574,0.08619125932455063,-0.4692635238170624,-9.730035781860352,
1561306807607,,,,155.6380999377332
1561306807639,,,,155.70368341414365
1561306807640,0.038307227194309235,-0.38307225704193115,-9.931148529052734,
1561306807676,,,,153.8302854682142
1561306807705,0.05746084079146385,-0.6129156351089478,-9.749189376831055,154.5917695984006
1561306807746,,,,155.54078340243885
1561306807775,0.028730420395731926,-0.9097966551780701,-10.295066833496094,156.6621501999932
1561306807819,,,,156.5590416642827
1561306807845,-0.4596867263317108,-0.6033388376235962,-9.643844604492188,159.99701738300863
1561306807887,,,,159.90886696158043
1561306807920,,,,154.36683780865374
1561306807921,-0.019153613597154617,-0.20111294090747833,-9.84495735168457,
1561306807961,,,,152.3835831001138
1561306807988,,-0.23942017555236816,-9.634267807006836,156.31793598658123
1561306807989,-0.43095630407333374,,,
1561306808026,,,,156.53330551149008
1561306808062,-0.45010992884635925,-0.28730419278144836,-9.53849983215332,156.95093059810134
1561306808104,,,,157.69120016072566
1561306808134,-0.22026655077934265,-0.4884171485900879,-10.113107681274414,156.1396953700006
1561306808177,,,,156.42564806979235
1561306808209,-0.08619125932455063,-0.2968810200691223,-9.739612579345703,154.66218884874343
1561306808254,,,,154.1071676767882
1561306808272,-0.6129156351089478,-0.5650315880775452,-9.404424667358398,159.98618470298499
1561306808318,,,,160.47847741760282
1561306808337,,,,158.46023848013408
1561306808338,-0.40222588181495667,-0.6607996821403503,-10.055646896362305,
1561306808376,,,,158.5636612045464
1561306808405,-0.17238251864910126,-0.40222588181495667,-9.586383819580078,155.84920742459994
1561306808446,,,,156.97505482624982
1561306808480,-0.038307227194309235,-0.4405331015586853,-9.308655738830566,155.98071588687938
1561306808518,,,,156.58939502495423
1561306808570,,,,159.8518622027675
1561306808571,-0.3256114423274994,-0.6416460275650024,-9.576807022094727,
1561306808586,,,,160.18816705712058
1561306808621,-0.009576806798577309,-0.7374141216278076,-10.295066833496094,157.53137373414737
1561306808664,,,,157.5490912448544
1561306808693,-0.4596867263317108,-0.49799394607543945,-9.586383819580078,160.89007827736611
1561306808726,,,,157.2892981695838
1561306808757,,,,155.06525197204422
1561306808759,-0.17238251864910126,-0.5841852426528931,-9.940725326538086,
1561306808795,,,,154.8356893140401
1561306808825,,,,153.06982586640333
1561306808826,-0.028730420395731926,-0.3734954595565796,-9.126696586608887,
1561306808872,,,,157.38877304465584
1561306808899,,,,158.3781259459322
1561306808900,-0.19153612852096558,-0.2777273952960968,-9.739612579345703,
1561306808949,,,,158.9297593440591
1561306808966,-0.31603461503982544,0.06703764945268631,-9.682151794433594,158.87503586842897
1561306809012,,,,157.37810428917228
1561306809039,,,,155.2624122126258
1561306809041,-0.23942017555236816,0.3926490843296051,-9.797073364257813,
1561306809076,,,,155.7813426650067
1561306809107,,,,156.92762599265325
1561306809108,-0.24899697303771973,0.14365209639072418,-9.643844604492188,
1561306809146,,,,156.23530435800242
1561306809179,,,,159.64553584831975
1561306809180,-0.3447650372982025,-0.6033388376235962,-9.883264541625977,
1561306809229,,,,159.14885815225477
1561306809249,-0.2968810200691223,-0.3926490843296051,-9.864110946655273,158.08664079291273
1561306809301,,,,156.90022327370318
1561306809317,-0.26815059781074524,-0.15322890877723694,-9.299078941345215,155.9628754327673
1561306809357,,,,157.6341134396427
1561306809388,0.038307227194309235,-0.4884171485900879,-10.15141487121582,156.0063290962669
1561306809425,,,,153.42361600503165
1561306809455,-0.6033388376235962,-0.4405331015586853,-9.509769439697266,158.94906145865355
1561306809501,,,,157.53614120618803
1561306809528,-0.35434186458587646,-0.8619126081466675,-9.624691009521484,156.75670733886287
1561306809567,,,,157.52349169584517
1561306809595,-0.4405331015586853,-1.1779472827911377,-9.615114212036133,159.23265091299248
1561306809638,,,,159.41143794470673
1561306809673,,,,157.48985984437203
1561306809674,-0.28730419278144836,-1.015141487121582,-9.883264541625977,
1561306809709,,,,157.25315280849608
1561306809743,-0.5171475410461426,-0.363918662071228,-9.758766174316406,157.05353369981327
1561306809780,,,,156.71404597730697
1561306809816,,,,154.97424653154297
1561306809817,,-0.07661445438861847,-9.672574996948242,
1561306809818,-0.45010992884635925,,,
1561306809853,,,,154.60189193875055
1561306809888,,,,154.53002468830368
1561306809889,-0.3447650372982025,-0.2968810200691223,-9.797073364257813,
1561306809935,,,,153.99591755558703
1561306809951,-0.33518823981285095,-0.38307225704193115,-9.643844604492188,154.31542014458188
1561306809988,,,,154.627300242463
1561306810021,-0.3447650372982025,-0.28730419278144836,-9.672574996948242,154.33526867430993
1561306810059,,,,155.0646645757756
1561306810094,-0.363918662071228,-0.1628057211637497,-9.768342971801758,154.7079784369392
1561306810128,,,,154.39273788598643
1561306810161,-0.38307225704193115,-0.14365209639072418,-9.84495735168457,154.44829464469532
1561306810199,,,,154.16582534138027
1561306810238,-0.5171475410461426,-0.1628057211637497,-9.624691009521484,155.4771806808877
1561306810279,,,,156.0818846488656
1561306810301,-0.4692635238170624,-0.2106897532939911,-9.672574996948242,155.83102546102938
1561306810337,,,,156.09549038569227
1561306810378,-0.4884171485900879,-0.24899697303771973,-9.730035781860352,156.3645042163424
1561306810412,,,,156.89011459373154
1561306810441,,,,155.34061787862245
1561306810442,-0.3926490843296051,-0.038307227194309235,-9.66299819946289,
1561306810486,,,,154.33353380626076
1561306810506,,,,154.85082501324084
1561306810507,-0.4118026793003082,-0.14365209639072418,-9.77791976928711,
1561306810552,,,,154.37394120539057
1561306810578,,,,154.6442254512263
1561306810579,-0.5171475410461426,0.038307227194309235,-9.490615844726563,
1561306810639,,,,156.40120965294204
1561306810657,,-0.028730420395731926,,154.50510815821147
1561306810658,-0.26815059781074524,,-9.816226959228516,
1561306810688,,,,155.2673572695849
1561306810722,-0.3926490843296051,-0.1149216815829277,-9.682151794433594,156.60761796965983
1561306810778,,,,156.94404576741798
1561306810794,,,,156.79674590777748
1561306810795,-0.363918662071228,-0.15322890877723694,-9.806650161743164,
1561306810830,,,,158.44340889401917
1561306810859,,,,158.17718178055043
1561306810861,-0.363918662071228,-0.047884032130241394,-9.586383819580078,
1561306810899,,,,157.65419419580255
1561306810936,-0.3256114423274994,-0.14365209639072418,-9.816226959228516,157.5858513229674
1561306810974,,,,155.05321717872667
1561306811005,-0.363918662071228,-0.1149216815829277,-9.739612579345703,155.27935108176746
1561306811041,,,,154.1957688907016
